"category","package","file","width","height","aspect","reason","source"
"01_Explicit_Rectangle_Box_Square","FX_TEX_04","fx_f_rectangle_001.png","256","256","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_f_rectangle_001.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_04","fx_g_sy_box_01.png","256","512","0.5","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_g_sy_box_01.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_05","fx_y_rectan_01.png","128","128","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_y_rectan_01.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_06","fx_g_squarehall_circle_01.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_g_squarehall_circle_01.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_06","fx_g_squarehall_symbol_01.png","256","256","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_g_squarehall_symbol_01.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_06","fx_j_box_01_cl.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_box_01_cl.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_06","fx_j_square_01.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_square_01.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_HIGH_01","fx_g_square_02_cl.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_01\Texture2D\fx_g_square_02_cl.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_HIGH_02","fx_i_boxcard_001.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_02\Texture2D\fx_i_boxcard_001.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_HIGH_02","fx_i_boxcard_002.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_02\Texture2D\fx_i_boxcard_002.png"
"01_Explicit_Rectangle_Box_Square","FX_TEX_HIGH_03","fx_l_seqbox_01.png","512","512","1","explicit rectangle/box/square name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_HIGH_03\Texture2D\fx_l_seqbox_01.png"
"02_Border_Frame_Edge_Outline","FX_TEX_05","fx_m_drp_outline_01.png","1024","1024","1","border/frame/edge/outline name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_m_drp_outline_01.png"
"02_Border_Frame_Edge_Outline","FX_TEX_06","fx_j_edgemask_01.png","128","128","1","border/frame/edge/outline name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_edgemask_01.png"
"02_Border_Frame_Edge_Outline","FX_TEX_06","fx_j_edgemask_02_cl.png","512","512","1","border/frame/edge/outline name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_edgemask_02_cl.png"
"02_Border_Frame_Edge_Outline","FX_TEX_06","fx_r_edge_001_cl.png","512","512","1","border/frame/edge/outline name","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_r_edge_001_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_00","fx_a_line_002.png","16","128","0.125","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_002.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_00","fx_a_line_007.png","128","64","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_007.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_00","fx_a_line_008.png","256","128","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_00\Texture2D\fx_a_line_008.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_001_1.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_001_1.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_001_1_cl.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_001_1_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_001_xcl.png","128","4","32","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_001_xcl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_003_1_ycl.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_003_1_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_003_ycl.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_003_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_004_1_ycl.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_004_1_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_004_ycl.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_004_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_005.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_005.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_005_ycl.png","4","128","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_005_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_02","fx_d_line_006.png","16","512","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_02\Texture2D\fx_d_line_006.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_003.png","256","64","4","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_003.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_004.png","512","64","8","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_004.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_004_cl.png","512","64","8","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_004_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_009.png","512","32","16","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_009.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_010.png","256","64","4","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_010.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_011_1_ycl.png","256","128","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_011_1_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_011_2_xcl.png","128","256","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_011_2_xcl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_03","fx_e_line_011_2_ycl.png","128","256","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_03\Texture2D\fx_e_line_011_2_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_04","fx_f_line_002.png","4","256","0.0156","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_f_line_002.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_04","fx_g_sy_line_01.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_g_sy_line_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_04","fx_h_eleline_01.png","512","1024","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_h_eleline_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_04","fx_j_ylinestream_01.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_j_ylinestream_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_04","fx_j_ylinestream_01_ycl.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_04\Texture2D\fx_j_ylinestream_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_01.png","512","128","4","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_01_ycl.png","512","128","4","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_02.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_02.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_02_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_03.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_03.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_04.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_04.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_04_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_04_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_05.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_05.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_05_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_05_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_06.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_06.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_07.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_07.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_08.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_08.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_08_1_xcl.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_08_1_xcl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_08_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_08_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_09.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_09.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_11.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_11.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_11_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_11_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_12.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_12.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_12_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_12_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_13.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_13.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_13_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_13_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_14.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_14.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_14_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_14_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_15.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_15.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_16.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_16.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_20.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_20.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_20_1_cl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_20_1_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_20_cl.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_20_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_auraline_23.png","256","512","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_auraline_23.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_k_electric_line_01.png","512","64","8","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_k_electric_line_01.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_m_line_002.png","64","128","0.5","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_m_line_002.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_05","fx_tex_m_line_001.png","8","128","0.0625","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_05\Texture2D\fx_tex_m_line_001.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_01_cl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_01_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_02_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_03.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_03.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_04_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_04_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_05_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_05_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_09_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_09_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_10_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_10_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_11_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_11_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_12_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_12_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_13_ycl.png","256","128","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_13_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_14_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_14_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_15_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_15_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_16_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_16_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_17_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_17_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_18_ycl.png","256","128","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_18_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_19_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_19_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_20_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_20_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_22_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_22_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_auraline_23_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_auraline_23_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_01_xcl.png","512","64","8","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_01_xcl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_02_ycl.png","8","256","0.0312","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_03_cl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_03_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_line_08_cl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_line_08_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_smokeline_01_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_smokeline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_smokeline_02_ycl.png","512","256","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_smokeline_02_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_j_timeline_01_ycl.png","512","128","4","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_j_timeline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_01_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_01_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_02_cl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_02_cl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_03_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_03_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_04_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_04_ycl.png"
"03_Long_Line_Edges_For_Rectangle","FX_TEX_06","fx_k_auraline_05_ycl.png","1024","512","2","long aspect line/edge building block","D:\Dwonloads\umodel_lostark_v7\extracted\lostark_ground_indicator_source_png\FX_TEX_06\Texture2D\fx_k_auraline_05_ycl.png"
